0.039564,0.068017,0.032686,0.035161,0.171515,0.044522,0.073172,0.077577,0.229375,0.022571,0.025281,0.120006,0.294931,0.215603,0.050582,0.203491,0.116706,0.05912,0.054437,0.019979,0.039564,0.068017,0.032686,0.035161,0.171515,0.044522,0.073172,0.077577,0.229375,0.022571,0.025281,0.120006,0.294931,0.215603,0.050582,0.203491,0.116706,0.05912,0.054437,0.019979,0.039564,0.068017,0.032686,0.035161,0.171515,0.044522,0.073172,0.077577,0.229375,0.022571,0.025281,0.120006,0.294931,0.215603,0.050582,0.203491,0.116706,0.05912,0.054437,0.019979
,0.09647,0.061139,0.063614,0.199968,0.072975,0.101625,0.10603,0.257828,0.051024,0.053734,0.148459,0.323384,0.244056,0.079035,0.231944,0.145159,0.087573,0.08289,0.048432,0.068017,0.09647,0.061139,0.063614,0.199968,0.072975,0.101625,0.10603,0.257828,0.051024,0.053734,0.148459,0.323384,0.244056,0.079035,0.231944,0.145159,0.087573,0.08289,0.048432,0.068017,0.09647,0.061139,0.063614,0.199968,0.072975,0.101625,0.10603,0.257828,0.051024,0.053734,0.148459,0.323384,0.244056,0.079035,0.231944,0.145159,0.087573,0.08289,0.048432
,,0.019117,0.028283,0.121938,0.037644,0.000493,0.000526,0.102701,0.015693,0.018403,0.113128,0.104796,0.115276,0.043704,0.08737,0.109828,0.052242,0.047559,0.013101,0.032686,0.061139,0.019117,0.028283,0.121938,0.037644,0.000493,0.000526,0.102701,0.015693,0.018403,0.113128,0.104796,0.115276,0.043704,0.08737,0.109828,0.052242,0.047559,0.013101,0.032686,0.061139,0.019117,0.028283,0.121938,0.037644,0.000493,0.000526,0.102701,0.015693,0.018403,0.113128,0.104796,0.115276,0.043704,0.08737,0.109828,0.052242,0.047559,0.013101
,,,0.030758,0.167112,0.040119,0.068769,0.073174,0.224972,0.018168,0.020878,0.115603,0.290527,0.2112,0.046179,0.199088,0.112303,0.054717,0.050034,0.015576,0.035161,0.063614,0.028283,0.030758,0.167112,0.040119,0.068769,0.073174,0.224972,0.018168,0.020878,0.115603,0.290527,0.2112,0.046179,0.199088,0.112303,0.054717,0.050034,0.015576,0.035161,0.063614,0.028283,0.030758,0.167112,0.040119,0.068769,0.073174,0.224972,0.018168,0.020878,0.115603,0.290527,0.2112,0.046179,0.199088,0.112303,0.054717,0.050034,0.015576
,,,,0.089916,0.176473,0.001522,0.001554,0.60782,0.154522,0.157232,0.251957,0.691657,0.544942,0.182533,0.124237,0.248657,0.191071,0.186388,0.15193,0.171515,0.199968,0.121938,0.167112,0.089916,0.176473,0.001522,0.001554,0.60782,0.154522,0.157232,0.251957,0.691657,0.544942,0.182533,0.124237,0.248657,0.191071,0.186388,0.15193,0.171515,0.199968,0.121938,0.167112,0.089916,0.176473,0.001522,0.001554,0.60782,0.154522,0.157232,0.251957,0.691657,0.544942,0.182533,0.124237,0.248657,0.191071,0.186388,0.15193
,,,,,0.04948,0.07813,0.082535,0.234333,0.027529,0.030239,0.124964,0.299889,0.220561,0.05554,0.208449,0.121665,0.064078,0.059395,0.024937,0.044522,0.072975,0.037644,0.040119,0.176473,0.04948,0.07813,0.082535,0.234333,0.027529,0.030239,0.124964,0.299889,0.220561,0.05554,0.208449,0.121665,0.064078,0.059395,0.024937,0.044522,0.072975,0.037644,0.040119,0.176473,0.04948,0.07813,0.082535,0.234333,0.027529,0.030239,0.124964,0.299889,0.220561,0.05554,0.208449,0.121665,0.064078,0.059395,0.024937
,,,,,,0.079096,0.082359,0.262983,0.056178,0.058888,0.153614,0.328538,0.249211,0.084189,0.001758,0.150314,0.092728,0.088045,0.053587,0.073172,0.101625,0.000493,0.068769,0.001522,0.07813,0.079096,0.082359,0.262983,0.056178,0.058888,0.153614,0.328538,0.249211,0.084189,0.001758,0.150314,0.092728,0.088045,0.053587,0.073172,0.101625,0.000493,0.068769,0.001522,0.07813,0.079096,0.082359,0.262983,0.056178,0.058888,0.153614,0.328538,0.249211,0.084189,0.001758,0.150314,0.092728,0.088045,0.053587
,,,,,,,0.085622,0.267388,0.060583,0.063293,0.158019,0.332943,0.253616,0.088594,0.001791,0.154719,0.097133,0.09245,0.057992,0.077577,0.10603,0.000526,0.073174,0.001554,0.082535,0.082359,0.085622,0.267388,0.060583,0.063293,0.158019,0.332943,0.253616,0.088594,0.001791,0.154719,0.097133,0.09245,0.057992,0.077577,0.10603,0.000526,0.073174,0.001554,0.082535,0.082359,0.085622,0.267388,0.060583,0.063293,0.158019,0.332943,0.253616,0.088594,0.001791,0.154719,0.097133,0.09245,0.057992
,,,,,,,,0.419186,0.212382,0.215092,0.309817,0.484741,0.405414,0.240393,0.393302,0.306517,0.248931,0.244248,0.20979,0.229375,0.257828,0.102701,0.224972,0.60782,0.234333,0.262983,0.267388,0.419186,0.212382,0.215092,0.309817,0.484741,0.405414,0.240393,0.393302,0.306517,0.248931,0.244248,0.20979,0.229375,0.257828,0.102701,0.224972,0.60782,0.234333,0.262983,0.267388,0.419186,0.212382,0.215092,0.309817,0.484741,0.405414,0.240393,0.393302,0.306517,0.248931,0.244248,0.20979
,,,,,,,,,0.005578,0.008288,0.103013,0.277937,0.19861,0.033589,0.186498,0.099713,0.042127,0.037444,0.002986,0.022571,0.051024,0.015693,0.018168,0.154522,0.027529,0.056178,0.060583,0.212382,0.005578,0.008288,0.103013,0.277937,0.19861,0.033589,0.186498,0.099713,0.042127,0.037444,0.002986,0.022571,0.051024,0.015693,0.018168,0.154522,0.027529,0.056178,0.060583,0.212382,0.005578,0.008288,0.103013,0.277937,0.19861,0.033589,0.186498,0.099713,0.042127,0.037444,0.002986
